Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Gex 3: Deep Cover Gecko,PS,1999.0,Platform,Eidos Interactive,0.3,0.2,0.0,0.03,0.53,,,,,,
Metal Saga: Hagane no Kisetsu,DS,2006.0,Role-Playing,Success,0.0,0.0,0.03,0.0,0.03,,,,,,
SingStar Chartbreaker,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,,,,,,
Tokyo Beat Down,DS,2008.0,Action,Success,0.06,0.0,0.0,0.0,0.07,56.0,23.0,tbd,,Success,T
Valkyrie Profile 2: Silmeria,PS2,2006.0,Role-Playing,Square Enix,0.04,0.03,0.39,0.01,0.47,84.0,45.0,9,59.0,Tri-Ace,T
Rayman Origins,PC,2012.0,Platform,Ubisoft,0.0,0.06,0.0,0.01,0.08,86.0,11.0,8.4,337.0,UBlart Montpellier,E10+
Robots,PS2,2005.0,Action,Vivendi Games,0.18,0.14,0.0,0.05,0.36,53.0,6.0,6,8.0,Eurocom Entertainment Software,E
Pitfall: The Mayan Adventure,GBA,2001.0,Platform,Interplay,0.2,0.07,0.0,0.01,0.28,58.0,10.0,tbd,,Pipe Dream Interactive,E
Race Pro,X360,2009.0,Racing,Atari,0.06,0.09,0.0,0.02,0.17,72.0,54.0,7,60.0,SimBin,E
Jissen Pachinko Hisshouhou! CR Sakura Taisen,PS2,2007.0,Misc,Sega,0.0,0.0,0.02,0.0,0.02,,,,,,
Wu-Tang: Shaolin Style,PS,1998.0,Fighting,Activision,0.27,0.18,0.0,0.03,0.48,,,,,,
Atelier Firis: The Alchemist of the Mysterious Journey,PS4,2016.0,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,,,,
Zumba Fitness Core,Wii,2012.0,Misc,505 Games,0.0,0.06,0.0,0.01,0.06,,,tbd,,Zoe Mode,E10+
Call of Duty 4: Modern Warfare,DS,2007.0,Shooter,Activision,0.95,0.01,0.01,0.08,1.05,75.0,22.0,6.9,36.0,n-Space,T
Hanjuku Eiyuu Tai 3D,PS2,2003.0,Role-Playing,Square Enix,0.0,0.0,0.17,0.0,0.17,,,,,,
Madagascar: Operation Penguin,GBA,2005.0,Action,Activision,0.35,0.13,0.0,0.01,0.48,,,tbd,,Vicarious Visions,E
Amagami,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.15,0.0,0.15,,,,,,
Scooby-Doo! Mystery Mayhem,PS2,2004.0,Action,THQ,0.22,0.17,0.0,0.06,0.45,,,,,,
Heroes of Ruin,3DS,2012.0,Role-Playing,Nintendo,0.13,0.07,0.0,0.02,0.21,69.0,53.0,7.4,50.0,n-Space,T
Monster Force,GBA,2002.0,Shooter,Universal Interactive,0.03,0.01,0.0,0.0,0.04,65.0,9.0,tbd,,Digital Eclipse,E
Marvel Super Hero Squad: The Infinity Gauntlet,Wii,2010.0,Action,THQ,0.21,0.04,0.0,0.02,0.26,49.0,6.0,tbd,,THQ,E10+
Dood's Big Adventure,Wii,2010.0,Platform,THQ,0.21,0.01,0.0,0.02,0.24,56.0,4.0,tbd,,THQ,E
Star Fox 64,N64,1997.0,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,,,,,,
Rocksmith 2014,PS3,2013.0,Misc,Ubisoft,0.53,0.24,0.05,0.16,0.98,,,,,,
Aliens versus Predator: Extinction,PS2,2003.0,Strategy,Electronic Arts,0.09,0.07,0.0,0.02,0.19,66.0,17.0,8.4,30.0,Zono Inc.,T
Emergency Room: Real Life Rescues,DS,2009.0,Simulation,505 Games,0.04,0.0,0.0,0.0,0.04,,,tbd,,Legacy Interactive,T
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,DS,2010.0,Simulation,Electronic Arts,0.49,0.0,0.0,0.03,0.52,,,,,,
America's Test Kitchen: Let's Get Cooking,DS,2010.0,Simulation,Nintendo,0.25,0.0,0.0,0.02,0.26,87.0,4.0,5.6,9.0,Indies Zero,E
G Darius,PS,1997.0,Shooter,THQ,0.04,0.03,0.0,0.0,0.07,,,,,,
Bleach: Erabareshi Tamashii,PS2,2005.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
Ghost Squad,Wii,2007.0,Shooter,Sega,0.42,0.21,0.08,0.07,0.77,69.0,42.0,7.5,31.0,"Artificial Mind and Movement, Polygon Magic",T
SD Gundam: Gashapon Wars,Wii,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
Brunswick Circuit Pro Bowling,PS,1998.0,Sports,THQ,0.1,0.07,0.0,0.01,0.18,,,,,,
Duke Nukem Forever,X360,2011.0,Shooter,Take-Two Interactive,0.52,0.25,0.0,0.07,0.83,49.0,76.0,4.4,456.0,"Gearbox Software, 3D Realms",M
Tokyo Majin Gakuen: Kenfuuchou,DS,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,,,,,,
Aibou DS,DS,2009.0,Adventure,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,,,,,,
NHL Legacy,X360,2015.0,Action,Electronic Arts,0.06,0.0,0.0,0.01,0.06,,,,,,
Super Robot Taisen A Portable,PSP,2008.0,Strategy,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18,,,,,,
Star Wars The Clone Wars: Jedi Alliance,DS,2008.0,Action,LucasArts,0.61,0.11,0.0,0.06,0.78,68.0,10.0,7.8,32.0,LucasArts,E10+
Death By Degrees,PS2,2005.0,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,51.0,45.0,6.2,24.0,Namco,M
Cars 2,X360,2011.0,Racing,Disney Interactive Studios,0.28,0.15,0.0,0.05,0.48,,,,,,
Broken Sword: Shadows of the Templars - The Director's Cut,DS,2009.0,Adventure,Ubisoft,0.07,0.08,0.0,0.02,0.17,,,,,,
Vertigo,Wii,2009.0,Strategy,Playlogic Game Factory,0.05,0.0,0.0,0.0,0.05,66.0,4.0,tbd,,Icon Games,E
Konami Classics Vol. 1,X360,2009.0,Misc,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.08,,,tbd,,Konami,T
World Series of Poker 2008: Battle for the Bracelets,DS,2007.0,Misc,Activision,0.05,0.0,0.0,0.0,0.06,,,tbd,,Farmind Ltd,T
NHL 2002,PS2,2001.0,Sports,Electronic Arts,0.59,0.46,0.0,0.15,1.2,92.0,22.0,8.5,26.0,EA Sports,E
Need for Speed: Most Wanted,X360,2012.0,Racing,Electronic Arts,0.62,0.78,0.01,0.15,1.56,83.0,54.0,8.5,134.0,EA Canada,T
Don King Presents: Prizefighter,X360,2008.0,Sports,Take-Two Interactive,0.14,0.08,0.0,0.02,0.25,56.0,45.0,6.4,29.0,Venom Games,T
WarioWare D.I.Y.,DS,2009.0,Misc,Nintendo,0.17,0.18,0.2,0.04,0.59,82.0,53.0,8.7,39.0,Intelligent Systems,E
Persona 2: Eternal Punishment,PS,2000.0,Role-Playing,Atlus,0.03,0.02,0.28,0.02,0.35,83.0,11.0,8.4,25.0,Atlus Co.,T
Transformer: Rise of the Dark Spark,PS4,2014.0,Action,Activision,0.07,0.1,0.01,0.03,0.21,,,,,,
Zumba Fitness,Wii,2010.0,Sports,505 Games,3.45,2.59,0.0,0.66,6.71,,,tbd,,"Pipeworks Software, Inc.",E
SX Superstar,XB,2003.0,Racing,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.04,53.0,17.0,tbd,,Acclaim,T
Dragon Age II,PS3,2011.0,Action,Electronic Arts,0.4,0.26,0.05,0.11,0.83,82.0,52.0,4.3,1197.0,BioWare,M
Making History: The Great War,Wii,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,,,,,
The BIGS,PSP,2007.0,Sports,Take-Two Interactive,0.1,0.0,0.0,0.01,0.11,72.0,9.0,tbd,,Blue Castle Games,E
The Great Mystery Hidden Object Package 5,PC,2015.0,Adventure,Rondomedia,0.0,0.03,0.0,0.0,0.03,,,,,,
Tony Hawk's Underground,GBA,2003.0,Sports,Activision,0.43,0.16,0.0,0.01,0.6,86.0,9.0,7.7,9.0,Vicarious Visions,E
Harry Potter and the Half-Blood Prince,PS2,2009.0,Action,Electronic Arts,0.13,0.07,0.0,0.44,0.64,,,8.3,13.0,EA Bright Light,E10+
LEGO Indiana Jones: The Original Adventures,PSP,2008.0,Action,LucasArts,0.4,0.48,0.0,0.29,1.17,76.0,8.0,7.6,11.0,Traveller's Tales,E10+
Shellshock: Nam '67,XB,2004.0,Shooter,Eidos Interactive,0.16,0.05,0.0,0.01,0.22,58.0,37.0,7,14.0,Guerrilla,M
Guinness World Records: The Videogame,Wii,2008.0,Action,Warner Bros. Interactive Entertainment,0.46,0.47,0.0,0.11,1.03,67.0,12.0,7,8.0,TT Fusion,E10+
Moshi Monsters: Moshlings Theme Park,3DS,2012.0,Misc,Activision,0.13,0.13,0.0,0.03,0.28,,,tbd,,Black Lantern Studios,E
Lunar: Dragon Song,DS,2005.0,Role-Playing,Rising Star Games,0.11,0.0,0.0,0.01,0.12,59.0,30.0,6.2,17.0,"Game Arts, Japan Art Media (JAM)",E10+
Rapala Tournament Fishing!,X360,2006.0,Sports,Activision,0.03,0.0,0.0,0.0,0.03,41.0,4.0,8,6.0,FUN Labs,E
Solitaire Overload Plus,DS,2010.0,Misc,Telegames,0.15,0.0,0.0,0.01,0.16,,,tbd,,Telegames,E
Gex: Enter the Gecko,PS,1998.0,Platform,BMG Interactive Entertainment,0.32,0.22,0.0,0.04,0.58,,,,,,
FIFA Soccer 96,PS,1995.0,Sports,Electronic Arts,0.09,0.06,0.0,0.01,0.16,,,,,,
Housekeeping,DS,,Action,,0.0,0.0,0.04,0.0,0.04,,,,,,
NHL Hitz 20-03,GC,2002.0,Sports,Midway Games,0.06,0.02,0.0,0.0,0.08,82.0,12.0,8.4,5.0,Midway,E
The Misadventures of Tron Bonne,PS,1999.0,Adventure,Eidos Interactive,0.03,0.02,0.0,0.0,0.05,,,,,,
NBA Live 14,PS4,2013.0,Sports,Electronic Arts,0.15,0.05,0.0,0.04,0.24,43.0,25.0,2.7,175.0,EA Sports,E
Nancy Drew: The Hidden Staircase,DS,2008.0,Adventure,THQ,0.16,0.0,0.0,0.01,0.18,,,6,6.0,Gorilla Systems,E
NHL 2K3,PS2,2002.0,Sports,Sega,0.1,0.08,0.0,0.03,0.21,89.0,25.0,7.8,17.0,Treyarch,E
Dynasty Warriors DS: Fighter's Battle,DS,2007.0,Action,Tecmo Koei,0.04,0.0,0.03,0.0,0.07,56.0,17.0,tbd,,Koei,E10+
Hidden Mysteries: Salem Secrets - Witch Trials of 1692,DS,2010.0,Puzzle,Astragon,0.09,0.04,0.0,0.01,0.14,,,,,,
Harukanaru Augusta 2: Masters,SNES,1993.0,Sports,T&E Soft,0.0,0.0,0.12,0.0,0.12,,,,,,
Sesame Street: Elmo's A-to-Zoo Adventure,DS,2010.0,Misc,Warner Bros. Interactive Entertainment,0.26,0.0,0.0,0.02,0.28,,,,,,
NBA 2K13,WiiU,2012.0,Sports,Take-Two Interactive,0.07,0.04,0.0,0.01,0.13,85.0,17.0,7,43.0,Visual Concepts,E
Assassin's Creed: Brotherhood,X360,2010.0,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,89.0,81.0,8.3,693.0,Ubisoft Montreal,M
Unreal Tournament,PS2,2000.0,Shooter,Infogrames,0.28,0.22,0.0,0.07,0.58,77.0,23.0,6.8,13.0,Epic Games,M
Pirates of the Caribbean: At World's End,X360,2007.0,Action,Disney Interactive Studios,0.29,0.02,0.0,0.03,0.34,58.0,42.0,5.3,21.0,Eurocom Entertainment Software,T
Bunmei Kaika: Aoiza Ibunroku Saien,PSP,2012.0,Action,FuRyu,0.0,0.0,0.01,0.0,0.01,,,,,,
Tom and Jerry in War of the Whiskers,PS2,2002.0,Fighting,Ubisoft,0.13,0.1,0.0,0.03,0.26,,,,,,
Dead Island,PS3,2011.0,Action,Deep Silver,1.08,0.73,0.15,0.31,2.27,71.0,41.0,6.6,405.0,Techland,M
Cabela's Big Game Hunter: Pro Hunts,X360,2014.0,Shooter,Activision,0.02,0.0,0.0,0.0,0.03,,,7.3,4.0,Cauldron Ltd.,T
Endless Ocean: Blue World,Wii,2009.0,Simulation,Nintendo,0.46,0.21,0.12,0.06,0.86,76.0,42.0,8.5,26.0,Arika,E10+
UFC Personal Trainer: The Ultimate Fitness System,X360,2011.0,Sports,THQ,0.53,0.18,0.0,0.06,0.77,70.0,36.0,6.5,15.0,THQ,E
Phantasy Star Online Episode I & II,XB,2003.0,Role-Playing,Sega,0.11,0.03,0.0,0.01,0.15,,,,,,
Bodycount,X360,2011.0,Shooter,Codemasters,0.07,0.03,0.0,0.01,0.11,53.0,61.0,4.7,73.0,Guildford Studio,M
World Stadium 2,PS,1998.0,Sports,Namco Bandai Games,0.0,0.0,0.42,0.03,0.45,,,,,,
Scooby-Doo! Unmasked,GBA,2005.0,Platform,THQ,0.13,0.05,0.0,0.0,0.18,,,,,,
Ryu Ga Gotoku Kenzan!,PS3,2008.0,Adventure,Sega,0.0,0.0,0.36,0.0,0.36,,,,,,
Theatre Of War,PC,2007.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.01,66.0,13.0,6.2,21.0,"Battlefront.com, 1C, 1C Company",T
Genkai Totsuki Moero Chronicle,PSV,2014.0,Role-Playing,Compile Heart,0.0,0.0,0.08,0.0,0.08,,,,,,
NBA 2K7,PS3,2006.0,Sports,Take-Two Interactive,0.3,0.04,0.0,0.03,0.37,80.0,20.0,7.4,8.0,Visual Concepts,E
NBA ShootOut 2000,PS,1999.0,Sports,989 Studios,0.22,0.15,0.0,0.03,0.4,,,,,,
Doukoku Shoshite...,SAT,1998.0,Adventure,Data East,0.0,0.0,0.11,0.0,0.11,,,,,,
Star Gladiator Episode: I Final Crusade,PS,1996.0,Fighting,Virgin Interactive,0.07,0.05,0.15,0.02,0.3,,,,,,
Mission: Impossible - Operation Surma,GBA,2003.0,Platform,Atari,0.03,0.01,0.0,0.0,0.04,42.0,16.0,tbd,,M4 Limited,T
The Incredible Hulk,DS,2008.0,Action,Sega,0.22,0.0,0.0,0.02,0.24,50.0,15.0,tbd,,Amaze Entertainment,E10+
Adventure Time: The Secret of the Nameless Kingdom,3DS,2014.0,Action,Little Orbit,0.0,0.07,0.0,0.0,0.08,65.0,5.0,5.6,8.0,WayForward,E10+
Crysis 2,X360,2011.0,Action,Electronic Arts,0.71,0.49,0.02,0.12,1.34,84.0,72.0,7.5,533.0,Crytek,M
Onimusha: Blade Warriors,PS2,2003.0,Fighting,Capcom,0.06,0.05,0.0,0.02,0.12,65.0,33.0,6.9,7.0,Capcom,T
Amnesia Later,PSV,2014.0,Misc,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,
Madagascar,PS2,2005.0,Platform,Activision,0.78,0.45,0.0,0.07,1.31,69.0,25.0,7.4,25.0,Toys for Bob,E10+
Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,Activision,3.49,0.01,0.01,1.48,4.98,82.0,24.0,8.2,46.0,"Neversoft Entertainment, BudCat",T
NFL 2K2,PS2,2001.0,Sports,Sega,0.44,0.34,0.0,0.11,0.89,85.0,16.0,7.5,6.0,Visual Concepts,E
Attack on Titan (KOEI),PS4,2016.0,Action,Tecmo Koei,0.04,0.11,0.11,0.03,0.28,,,,,,
Coded Soul: Uke Keigareshi Idea,PSP,2008.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,,
Gundam the 3D Battle,3DS,2011.0,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,Namco Bandai Games,
Lifeline,PS2,2003.0,Adventure,Sony Computer Entertainment,0.03,0.03,0.0,0.01,0.07,61.0,31.0,7.7,9.0,SCEJ,M
Music Maker: Rockstar,PS2,2009.0,Misc,Magix,0.02,0.01,0.0,0.0,0.04,,,,,,
GRID Autosport,PC,2014.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,78.0,35.0,6.2,257.0,Codemasters,E
Bode Miller Alpine Skiing,PS2,2006.0,Sports,Valcon Games,0.01,0.01,0.0,0.0,0.03,,,6.6,5.0,49Games,E
Total War: Attila,PC,2015.0,Strategy,Sega,0.09,0.13,0.0,0.02,0.24,80.0,66.0,7.3,520.0,Creative Assembly,T
Sengoku Basara 2 Heroes,PS2,2007.0,Action,Capcom,0.0,0.0,0.2,0.0,0.2,,,,,,
NHL 2005,XB,2004.0,Sports,Electronic Arts,0.12,0.03,0.0,0.01,0.16,77.0,27.0,6.2,11.0,EA Sports,E
Starshot: Space Circus Fever,N64,1998.0,Platform,Infogrames,0.02,0.01,0.0,0.0,0.03,,,,,,
NBA Street Homecourt,PS3,2007.0,Sports,Electronic Arts,0.12,0.01,0.0,0.02,0.15,81.0,31.0,6.5,16.0,EA Canada,E
Sega Superstars Tennis,PS2,2008.0,Sports,Sega,0.1,0.0,0.0,0.28,0.38,70.0,9.0,8.3,4.0,Sumo Digital,E10+
Bakugan: Battle Brawlers,Wii,2009.0,Action,Activision,0.59,0.03,0.0,0.05,0.66,62.0,12.0,7.2,11.0,Now Production,E
Prince of Persia: The Forgotten Sands,PC,2010.0,Action,Ubisoft,0.0,0.03,0.0,0.0,0.03,75.0,16.0,6.6,218.0,Ubisoft Montreal,T
Lightning Returns: Final Fantasy XIII,PS3,2013.0,Role-Playing,Square Enix,0.31,0.2,0.45,0.11,1.07,66.0,62.0,5.9,552.0,Square Enix,T
MDK,PS,1997.0,Shooter,Interplay,0.11,0.08,0.0,0.01,0.2,,,,,,
2010 FIFA World Cup South Africa,PS3,2010.0,Sports,Electronic Arts,0.3,0.64,0.07,0.22,1.23,82.0,56.0,7.8,57.0,EA Canada,E
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PSP,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,,,,,,
Medabots: Metabee,GBA,2002.0,Role-Playing,Natsume,0.04,0.01,0.0,0.0,0.05,,,,,,
Blokus Portable: Steambot Championship,PSP,2006.0,Puzzle,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,51.0,5.0,tbd,,Irem,E
Hasbro Family Game Night 2,Wii,2009.0,Misc,Electronic Arts,0.7,0.52,0.0,0.13,1.35,63.0,16.0,6.3,6.0,Electronic Arts,E
TRON: Evolution,PSP,2010.0,Action,Disney Interactive Studios,0.1,0.02,0.0,0.02,0.13,,,tbd,,SuperVillain Studios,E10+
Hot Wheels: World Race,GBA,2003.0,Racing,THQ,0.1,0.04,0.0,0.0,0.14,,,6.2,5.0,THQ,E
Sword Art Online: Lost Song,PS4,2015.0,Role-Playing,Namco Bandai Games,0.1,0.11,0.0,0.04,0.25,63.0,32.0,6.3,60.0,"Bandai Namco Games, Artdink",T
FIFA Soccer 10,PC,2009.0,Sports,Electronic Arts,0.0,0.04,0.0,0.01,0.05,72.0,14.0,3.8,59.0,EA Sports,E
Warriors: Legends of Troy,X360,2011.0,Action,Tecmo Koei,0.0,0.04,0.01,0.01,0.06,,,,,,
Paranormal Pursuit: The Gifted One,PC,2015.0,Action,Alawar Entertainment,0.0,0.01,0.0,0.0,0.02,,,tbd,,Logris Games,
Timmy Time,DS,2011.0,Action,Avanquest,0.0,0.02,0.0,0.0,0.02,,,,,,
Kung Fu Panda,X360,2008.0,Action,Activision,1.91,0.84,0.0,0.29,3.04,75.0,42.0,7.4,32.0,"Luxoflux, Inc.",E10+
RollerCoaster Tycoon: Gold Edition,PC,2002.0,Strategy,Infogrames,0.01,0.0,0.0,0.0,0.02,,,tbd,,Infogrames,E
ATV Offroad Fury 2,PS2,2002.0,Racing,THQ,1.92,0.2,0.0,0.06,2.18,82.0,26.0,8.9,28.0,Rainbow Studios,E
The Golden Compass,PS2,2007.0,Action,Sega,0.13,0.0,0.0,0.39,0.52,46.0,10.0,5.2,6.0,Shiny Entertainment,E10+
Viewtiful Joe 2,PS2,2004.0,Action,Capcom,0.1,0.08,0.0,0.03,0.21,85.0,29.0,7.7,17.0,Clover Studio,T
Tak 2: The Staff of Dreams,GC,2004.0,Platform,THQ,0.26,0.07,0.0,0.01,0.33,75.0,22.0,8.6,8.0,Avalanche Software,E
Disaster Report,PS2,2002.0,Action,Agetec,0.03,0.02,0.15,0.01,0.21,66.0,28.0,8,7.0,Irem,T
Pokemon X/Pokemon Y,3DS,2013.0,Role-Playing,Nintendo,5.28,4.19,4.35,0.78,14.6,,,,,,
Angry Birds Star Wars,Wii,2013.0,Strategy,Activision,0.15,0.09,0.0,0.02,0.26,,,2.8,5.0,Exient Entertainment,E
Dragon Tamer: Sound Spirit,DS,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
Melty Blood: Actress Again,PS2,2009.0,Fighting,Ecole,0.0,0.0,0.06,0.0,0.06,,,,,,
The Amazing Spider-Man (Console Version),DS,2012.0,Action,Activision,0.15,0.03,0.0,0.01,0.2,,,,,,
Men of War: Assault Squad,PC,2011.0,Strategy,1C Company,0.01,0.03,0.0,0.01,0.05,77.0,21.0,8.2,93.0,"THQ, 1C, 1C Company",T
K-1 World Grand Prix,PS2,2002.0,Sports,Konami Digital Entertainment,0.04,0.03,0.1,0.01,0.18,67.0,24.0,9,7.0,Konami,T
Tetris 2 (weekly jp sales),GB,1992.0,Puzzle,Nintendo,0.0,0.0,0.23,0.0,0.23,,,,,,
Winning Post 7 2010,PS3,2010.0,Sports,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,,,,,,
Mame Goma 2: Uchi no Ko ga Ichiban!,DS,2008.0,Simulation,Creative Core,0.0,0.0,0.06,0.0,0.06,,,,,,
Clock Zero: Shuuen no Ichibyou Portable,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,,,,,,
Xenogears,PS,1998.0,Role-Playing,SquareSoft,0.29,0.19,0.89,0.1,1.46,84.0,15.0,8.4,204.0,SquareSoft,T
Vampire Savior: The Lord of Vampire,SAT,1998.0,Fighting,Capcom,0.0,0.0,0.18,0.0,0.18,,,,,,
Hey Arnold! The Movie,GBA,2002.0,Platform,THQ,0.19,0.07,0.0,0.0,0.26,,,,,,
Minecraft,WiiU,2016.0,Misc,Microsoft Game Studios,0.28,0.17,0.18,0.04,0.68,,,,,,
Major League Baseball 2K10,PS3,2010.0,Sports,Take-Two Interactive,0.17,0.0,0.0,0.01,0.19,74.0,19.0,5.3,4.0,Visual Concepts,E
The Voice,PS3,2014.0,Action,Activision,0.02,0.0,0.0,0.01,0.03,,,tbd,,Activision,
Call of Juarez: Bound in Blood,PC,2009.0,Shooter,Ubisoft,0.0,0.03,0.0,0.0,0.03,78.0,39.0,8,282.0,Techland,M
Jikkyou Powerful Pro Baseball 2016,PS3,2016.0,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,,,,,,
LittleBigPlanet 3,PS4,2014.0,Platform,Sony Computer Entertainment,0.66,0.93,0.01,0.31,1.91,79.0,78.0,7.1,506.0,Sumo Digital,E
Virtua Tennis,GBA,2002.0,Sports,Atari,0.13,0.05,0.0,0.0,0.18,83.0,14.0,tbd,,Altron,E
Sally's Salon,DS,2008.0,Simulation,Capcom,0.12,0.0,0.0,0.01,0.13,,,tbd,,Capcom,E
Sengoku Musou 3 Z Special,PSP,2012.0,Action,Ackkstudios,0.0,0.0,0.04,0.0,0.04,,,,,,
Just Dance Wii 2,Wii,2012.0,Misc,Nintendo,0.0,0.0,0.29,0.0,0.29,,,,,,
Tom Clancy's Splinter Cell: Chaos Theory,XB,2005.0,Action,Ubisoft,0.68,0.38,0.0,0.05,1.11,94.0,70.0,9,160.0,Ubisoft Montreal,M
Yoshi,GB,1991.0,Puzzle,Nintendo,0.0,0.0,0.73,0.0,0.73,,,,,,
Water Sports,Wii,2009.0,Action,Avanquest,0.05,0.04,0.0,0.01,0.1,,,tbd,,Activision,E
Angelique Trois,PS2,2000.0,Adventure,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,,,,,,
How to Train Your Dragon 2,WiiU,2014.0,Adventure,Little Orbit,0.03,0.05,0.0,0.01,0.08,47.0,4.0,4.9,7.0,Torus Games,E10+
The Treasures of Mystery Island 3 Pack - Save Mystery Island!,PC,2011.0,Puzzle,Unknown,0.01,0.0,0.0,0.0,0.01,,,,,,
Alien,2600,1981.0,Action,20th Century Fox Video Games,0.74,0.04,0.0,0.01,0.79,,,,,,
IHRA Professional Drag Racing 2005,PS2,2004.0,Racing,Bethesda Softworks,0.09,0.07,0.0,0.02,0.19,,,tbd,,Bethesda Softworks,E
Ketsui: Kizuna Jigoku Tachi Extra,X360,2010.0,Shooter,5pb,0.0,0.0,0.02,0.0,0.02,,,,,,
Pokemon Rumble World,3DS,2015.0,Action,Nintendo,0.0,0.01,0.08,0.0,0.09,58.0,16.0,6.4,69.0,"Ambrella, The Pokemon Company",E10+
Atelier Firis: The Alchemist of the Mysterious Journey,PSV,2016.0,Role-Playing,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,,
Stuntman,PS2,2002.0,Racing,Atari,0.76,0.59,0.0,0.2,1.55,71.0,37.0,5.7,36.0,Reflections Interactive,T
Rock Band: Metal Track Pack,X360,2009.0,Misc,MTV Games,0.14,0.0,0.0,0.01,0.15,,,tbd,,Harmonix Music Systems,T
Harvest Moon: Magical Melody,GC,2005.0,Simulation,Ubisoft,0.19,0.05,0.0,0.01,0.24,83.0,14.0,8.9,44.0,Marvelous,E
Super Smash Bros. Melee,GC,2001.0,Fighting,Nintendo,4.41,1.04,1.39,0.22,7.07,92.0,38.0,9.1,568.0,HAL Labs,T
Zwei!!,PSP,2008.0,Role-Playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02,,,,,,
Merv Griffin's Crosswords,DS,2008.0,Puzzle,ValuSoft,0.03,0.0,0.0,0.0,0.03,,,,,,
WWE SmackDown vs Raw 2008,PSP,2007.0,Fighting,THQ,0.45,0.47,0.0,0.28,1.19,68.0,11.0,7.8,15.0,Yuke's,T
WWE 2K14,PS3,2013.0,Sports,Take-Two Interactive,0.49,0.46,0.0,0.19,1.14,74.0,22.0,7.5,121.0,Yuke's,T
Dead or Alive Ultimate,XB,2004.0,Fighting,Tecmo Koei,0.3,0.1,0.08,0.02,0.5,83.0,64.0,8.7,25.0,Team Ninja,M
Kingdom Hearts: Birth by Sleep - Final Mix,PSP,2011.0,Role-Playing,Square Enix,0.0,0.0,0.16,0.0,0.16,,,,,,
Tom Clancy's Rainbow Six: Siege,PC,2015.0,Shooter,Ubisoft,0.13,0.08,0.0,0.02,0.23,79.0,37.0,6.9,734.0,Ubisoft Montreal,M
BMX XXX,XB,2002.0,Sports,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.11,58.0,26.0,7.8,9.0,"Z-Axis, Ltd.",M
Adventure Time: Finn & Jake Investigations,PS4,2015.0,Action,Little Orbit,0.03,0.05,0.0,0.02,0.09,,,,,,
The Legend of Zelda: The Wind Waker,WiiU,2013.0,Action,Nintendo,0.92,0.6,0.14,0.14,1.79,,,,,,
BloodRayne,GC,2002.0,Shooter,Universal Interactive,0.09,0.02,0.0,0.0,0.11,73.0,17.0,8.5,4.0,Terminal Reality,M
Goemon's Great Adventure,N64,1998.0,Platform,Konami Digital Entertainment,0.06,0.02,0.13,0.1,0.31,,,,,,
Digimon World DS (JP sales),DS,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,,,,,,
Builder's Block,PS,1999.0,Strategy,EON Digital Entertainment,0.01,0.0,0.0,0.0,0.01,,,,,,
