Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
3,2007.0,2.0,8.0,0.05,0.0,0.0,0.0,0.06,-1.0,-1.0,-1.0,-1.0,111.0,1
10,2001.0,1.0,5.0,0.59,0.46,0.0,0.15,1.2,92.0,22.0,8.5,26.0,41.0,0
5,2012.0,7.0,5.0,0.62,0.78,0.01,0.15,1.56,83.0,54.0,8.5,134.0,64.0,1
5,2008.0,1.0,25.0,0.14,0.08,0.0,0.02,0.25,56.0,45.0,6.4,29.0,112.0,1
3,2009.0,2.0,15.0,0.17,0.18,0.2,0.04,0.59,82.0,53.0,8.7,39.0,113.0,0
14,2000.0,9.0,10.0,0.03,0.02,0.28,0.02,0.35,83.0,11.0,8.4,25.0,6.0,1
22,2014.0,8.0,8.0,0.07,0.1,0.01,0.03,0.21,-1.0,-1.0,-1.0,-1.0,,-1
1,2010.0,1.0,20.0,3.45,2.59,0.0,0.66,6.71,-1.0,-1.0,-1.0,-1.0,114.0,0
11,2003.0,7.0,32.0,0.03,0.01,0.0,0.0,0.04,53.0,17.0,-1.0,-1.0,115.0,1
4,2011.0,8.0,5.0,0.4,0.26,0.05,0.11,0.83,82.0,52.0,4.3,1197.0,116.0,2
1,2010.0,3.0,3.0,0.0,0.0,0.15,0.0,0.15,-1.0,-1.0,-1.0,-1.0,,-1
8,2007.0,1.0,25.0,0.1,0.0,0.0,0.01,0.11,72.0,9.0,-1.0,-1.0,117.0,0
12,2015.0,5.0,68.0,0.0,0.03,0.0,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
9,2003.0,1.0,8.0,0.43,0.16,0.0,0.01,0.6,86.0,9.0,7.7,9.0,26.0,0
10,2009.0,8.0,5.0,0.13,0.07,0.0,0.44,0.64,-1.0,-1.0,8.3,13.0,118.0,3
8,2008.0,8.0,38.0,0.4,0.48,0.0,0.29,1.17,76.0,8.0,7.6,11.0,119.0,3
11,2004.0,10.0,22.0,0.16,0.05,0.0,0.01,0.22,58.0,37.0,7.0,14.0,120.0,2
1,2008.0,8.0,56.0,0.46,0.47,0.0,0.11,1.03,67.0,12.0,7.0,8.0,121.0,3
2,2012.0,2.0,8.0,0.13,0.13,0.0,0.03,0.28,-1.0,-1.0,-1.0,-1.0,122.0,0
3,2005.0,9.0,41.0,0.11,0.0,0.0,0.01,0.12,59.0,30.0,6.2,17.0,123.0,3
5,2006.0,1.0,8.0,0.03,0.0,0.0,0.0,0.03,41.0,4.0,8.0,6.0,124.0,0
3,2010.0,2.0,69.0,0.15,0.0,0.0,0.01,0.16,-1.0,-1.0,-1.0,-1.0,125.0,0
14,1998.0,12.0,70.0,0.32,0.22,0.0,0.04,0.58,-1.0,-1.0,-1.0,-1.0,,-1
14,1995.0,1.0,5.0,0.09,0.06,0.0,0.01,0.16,-1.0,-1.0,-1.0,-1.0,,-1
3,-1.0,8.0,,0.0,0.0,0.04,0.0,0.04,-1.0,-1.0,-1.0,-1.0,,-1
16,2002.0,1.0,7.0,0.06,0.02,0.0,0.0,0.08,82.0,12.0,8.4,5.0,53.0,0
14,1999.0,5.0,22.0,0.03,0.02,0.0,0.0,0.05,-1.0,-1.0,-1.0,-1.0,,-1
22,2013.0,1.0,5.0,0.15,0.05,0.0,0.04,0.24,43.0,25.0,2.7,175.0,41.0,0
3,2008.0,5.0,1.0,0.16,0.0,0.0,0.01,0.18,-1.0,-1.0,6.0,6.0,126.0,0
10,2002.0,1.0,19.0,0.1,0.08,0.0,0.03,0.21,89.0,25.0,7.8,17.0,127.0,0
3,2007.0,8.0,26.0,0.04,0.0,0.03,0.0,0.07,56.0,17.0,-1.0,-1.0,128.0,3
3,2010.0,6.0,54.0,0.09,0.04,0.0,0.01,0.14,-1.0,-1.0,-1.0,-1.0,,-1
6,1993.0,1.0,71.0,0.0,0.0,0.12,0.0,0.12,-1.0,-1.0,-1.0,-1.0,,-1
3,2010.0,2.0,56.0,0.26,0.0,0.0,0.02,0.28,-1.0,-1.0,-1.0,-1.0,,-1
15,2012.0,1.0,25.0,0.07,0.04,0.0,0.01,0.13,85.0,17.0,7.0,43.0,17.0,0
5,2010.0,8.0,29.0,2.85,0.38,0.03,0.24,3.49,89.0,81.0,8.3,693.0,28.0,2
10,2000.0,10.0,49.0,0.28,0.22,0.0,0.07,0.58,77.0,23.0,6.8,13.0,129.0,2
5,2007.0,8.0,40.0,0.29,0.02,0.0,0.03,0.34,58.0,42.0,5.3,21.0,57.0,1
8,2012.0,8.0,72.0,0.0,0.0,0.01,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
10,2002.0,4.0,29.0,0.13,0.1,0.0,0.03,0.26,-1.0,-1.0,-1.0,-1.0,,-1
4,2011.0,8.0,73.0,1.08,0.73,0.15,0.31,2.27,71.0,41.0,6.6,405.0,130.0,2
5,2014.0,10.0,8.0,0.02,0.0,0.0,0.0,0.03,-1.0,-1.0,7.3,4.0,131.0,1
1,2009.0,11.0,15.0,0.46,0.21,0.12,0.06,0.86,76.0,42.0,8.5,26.0,132.0,3
5,2011.0,1.0,1.0,0.53,0.18,0.0,0.06,0.77,70.0,36.0,6.5,15.0,103.0,0
11,2003.0,9.0,19.0,0.11,0.03,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,,-1
5,2011.0,10.0,18.0,0.07,0.03,0.0,0.01,0.11,53.0,61.0,4.7,73.0,133.0,2
14,1998.0,1.0,3.0,0.0,0.0,0.42,0.03,0.45,-1.0,-1.0,-1.0,-1.0,,-1
9,2005.0,12.0,1.0,0.13,0.05,0.0,0.0,0.18,-1.0,-1.0,-1.0,-1.0,,-1
4,2008.0,5.0,19.0,0.0,0.0,0.36,0.0,0.36,-1.0,-1.0,-1.0,-1.0,,-1
12,2007.0,3.0,53.0,0.0,0.01,0.0,0.0,0.01,66.0,13.0,6.2,21.0,134.0,1
13,2014.0,9.0,74.0,0.0,0.0,0.08,0.0,0.08,-1.0,-1.0,-1.0,-1.0,,-1
4,2006.0,1.0,25.0,0.3,0.04,0.0,0.03,0.37,80.0,20.0,7.4,8.0,17.0,0
14,1999.0,1.0,75.0,0.22,0.15,0.0,0.03,0.4,-1.0,-1.0,-1.0,-1.0,,-1
23,1998.0,5.0,76.0,0.0,0.0,0.11,0.0,0.11,-1.0,-1.0,-1.0,-1.0,,-1
14,1996.0,4.0,77.0,0.07,0.05,0.15,0.02,0.3,-1.0,-1.0,-1.0,-1.0,,-1
9,2003.0,12.0,45.0,0.03,0.01,0.0,0.0,0.04,42.0,16.0,-1.0,-1.0,135.0,1
3,2008.0,8.0,19.0,0.22,0.0,0.0,0.02,0.24,50.0,15.0,-1.0,-1.0,52.0,3
2,2014.0,8.0,78.0,0.0,0.07,0.0,0.0,0.08,65.0,5.0,5.6,8.0,2.0,3
5,2011.0,8.0,5.0,0.71,0.49,0.02,0.12,1.34,84.0,72.0,7.5,533.0,136.0,2
10,2003.0,4.0,21.0,0.06,0.05,0.0,0.02,0.12,65.0,33.0,6.9,7.0,74.0,1
13,2014.0,2.0,58.0,0.0,0.0,0.01,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
10,2005.0,12.0,8.0,0.78,0.45,0.0,0.07,1.31,69.0,25.0,7.4,25.0,5.0,3
10,2007.0,2.0,8.0,3.49,0.01,0.01,1.48,4.98,82.0,24.0,8.2,46.0,137.0,1
10,2001.0,1.0,19.0,0.44,0.34,0.0,0.11,0.89,85.0,16.0,7.5,6.0,17.0,0
22,2016.0,8.0,26.0,0.04,0.11,0.11,0.03,0.28,-1.0,-1.0,-1.0,-1.0,,-1
8,2008.0,9.0,9.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
2,2011.0,8.0,3.0,0.0,0.0,0.08,0.0,0.08,-1.0,-1.0,-1.0,-1.0,138.0,-1
10,2003.0,5.0,9.0,0.03,0.03,0.0,0.01,0.07,61.0,31.0,7.7,9.0,139.0,2
10,2009.0,2.0,79.0,0.02,0.01,0.0,0.0,0.04,-1.0,-1.0,-1.0,-1.0,,-1
12,2014.0,7.0,18.0,0.0,0.02,0.0,0.0,0.02,78.0,35.0,6.2,257.0,140.0,0
10,2006.0,1.0,80.0,0.01,0.01,0.0,0.0,0.03,-1.0,-1.0,6.6,5.0,141.0,0
12,2015.0,3.0,19.0,0.09,0.13,0.0,0.02,0.24,80.0,66.0,7.3,520.0,142.0,1
10,2007.0,8.0,21.0,0.0,0.0,0.2,0.0,0.2,-1.0,-1.0,-1.0,-1.0,,-1
11,2004.0,1.0,5.0,0.12,0.03,0.0,0.01,0.16,77.0,27.0,6.2,11.0,41.0,0
18,1998.0,12.0,49.0,0.02,0.01,0.0,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
4,2007.0,1.0,5.0,0.12,0.01,0.0,0.02,0.15,81.0,31.0,6.5,16.0,64.0,0
10,2008.0,1.0,19.0,0.1,0.0,0.0,0.28,0.38,70.0,9.0,8.3,4.0,143.0,3
1,2009.0,8.0,8.0,0.59,0.03,0.0,0.05,0.66,62.0,12.0,7.2,11.0,144.0,0
12,2010.0,8.0,29.0,0.0,0.03,0.0,0.0,0.03,75.0,16.0,6.6,218.0,28.0,1
4,2013.0,9.0,65.0,0.31,0.2,0.45,0.11,1.07,66.0,62.0,5.9,552.0,145.0,1
14,1997.0,10.0,62.0,0.11,0.08,0.0,0.01,0.2,-1.0,-1.0,-1.0,-1.0,,-1
4,2010.0,1.0,5.0,0.3,0.64,0.07,0.22,1.23,82.0,56.0,7.8,57.0,64.0,0
8,2010.0,1.0,2.0,0.0,0.0,0.16,0.0,0.16,-1.0,-1.0,-1.0,-1.0,,-1
9,2002.0,9.0,81.0,0.04,0.01,0.0,0.0,0.05,-1.0,-1.0,-1.0,-1.0,,-1
8,2006.0,6.0,52.0,0.03,0.0,0.0,0.0,0.03,51.0,5.0,-1.0,-1.0,146.0,0
1,2009.0,2.0,5.0,0.7,0.52,0.0,0.13,1.35,63.0,16.0,6.3,6.0,147.0,0
8,2010.0,8.0,40.0,0.1,0.02,0.0,0.02,0.13,-1.0,-1.0,-1.0,-1.0,148.0,3
9,2003.0,7.0,1.0,0.1,0.04,0.0,0.0,0.14,-1.0,-1.0,6.2,5.0,103.0,0
22,2015.0,9.0,3.0,0.1,0.11,0.0,0.04,0.25,63.0,32.0,6.3,60.0,149.0,1
12,2009.0,1.0,5.0,0.0,0.04,0.0,0.01,0.05,72.0,14.0,3.8,59.0,41.0,0
5,2011.0,8.0,26.0,0.0,0.04,0.01,0.01,0.06,-1.0,-1.0,-1.0,-1.0,,-1
12,2015.0,8.0,82.0,0.0,0.01,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,150.0,-1
3,2011.0,8.0,83.0,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
5,2008.0,8.0,8.0,1.91,0.84,0.0,0.29,3.04,75.0,42.0,7.4,32.0,151.0,3
12,2002.0,3.0,49.0,0.01,0.0,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,152.0,0
10,2002.0,7.0,1.0,1.92,0.2,0.0,0.06,2.18,82.0,26.0,8.9,28.0,37.0,0
10,2007.0,8.0,19.0,0.13,0.0,0.0,0.39,0.52,46.0,10.0,5.2,6.0,153.0,3
10,2004.0,8.0,21.0,0.1,0.08,0.0,0.03,0.21,85.0,29.0,7.7,17.0,154.0,1
16,2004.0,12.0,1.0,0.26,0.07,0.0,0.01,0.33,75.0,22.0,8.6,8.0,155.0,0
10,2002.0,8.0,84.0,0.03,0.02,0.15,0.01,0.21,66.0,28.0,8.0,7.0,146.0,1
2,2013.0,9.0,15.0,5.28,4.19,4.35,0.78,14.6,-1.0,-1.0,-1.0,-1.0,,-1
1,2013.0,3.0,8.0,0.15,0.09,0.0,0.02,0.26,-1.0,-1.0,2.8,5.0,32.0,0
3,2007.0,9.0,3.0,0.0,0.0,0.03,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
10,2009.0,4.0,85.0,0.0,0.0,0.06,0.0,0.06,-1.0,-1.0,-1.0,-1.0,,-1
3,2012.0,8.0,8.0,0.15,0.03,0.0,0.01,0.2,-1.0,-1.0,-1.0,-1.0,,-1
12,2011.0,3.0,86.0,0.01,0.03,0.0,0.01,0.05,77.0,21.0,8.2,93.0,156.0,1
10,2002.0,1.0,2.0,0.04,0.03,0.1,0.01,0.18,67.0,24.0,9.0,7.0,29.0,1
20,1992.0,6.0,15.0,0.0,0.0,0.23,0.0,0.23,-1.0,-1.0,-1.0,-1.0,,-1
4,2010.0,1.0,26.0,0.0,0.0,0.07,0.0,0.07,-1.0,-1.0,-1.0,-1.0,,-1
3,2008.0,11.0,87.0,0.0,0.0,0.06,0.0,0.06,-1.0,-1.0,-1.0,-1.0,,-1
8,2011.0,5.0,58.0,0.0,0.0,0.04,0.0,0.04,-1.0,-1.0,-1.0,-1.0,,-1
14,1998.0,9.0,88.0,0.29,0.19,0.89,0.1,1.46,84.0,15.0,8.4,204.0,48.0,1
23,1998.0,4.0,21.0,0.0,0.0,0.18,0.0,0.18,-1.0,-1.0,-1.0,-1.0,,-1
9,2002.0,12.0,1.0,0.19,0.07,0.0,0.0,0.26,-1.0,-1.0,-1.0,-1.0,,-1
15,2016.0,2.0,11.0,0.28,0.17,0.18,0.04,0.68,-1.0,-1.0,-1.0,-1.0,,-1
4,2010.0,1.0,25.0,0.17,0.0,0.0,0.01,0.19,74.0,19.0,5.3,4.0,17.0,0
4,2014.0,8.0,8.0,0.02,0.0,0.0,0.01,0.03,-1.0,-1.0,-1.0,-1.0,157.0,-1
12,2009.0,10.0,29.0,0.0,0.03,0.0,0.0,0.03,78.0,39.0,8.0,282.0,130.0,2
4,2016.0,1.0,2.0,0.0,0.0,0.12,0.0,0.12,-1.0,-1.0,-1.0,-1.0,,-1
22,2014.0,12.0,9.0,0.66,0.93,0.01,0.31,1.91,79.0,78.0,7.1,506.0,143.0,0
9,2002.0,1.0,45.0,0.13,0.05,0.0,0.0,0.18,83.0,14.0,-1.0,-1.0,158.0,0
3,2008.0,11.0,21.0,0.12,0.0,0.0,0.01,0.13,-1.0,-1.0,-1.0,-1.0,74.0,0
8,2012.0,8.0,89.0,0.0,0.0,0.04,0.0,0.04,-1.0,-1.0,-1.0,-1.0,,-1
1,2012.0,2.0,15.0,0.0,0.0,0.29,0.0,0.29,-1.0,-1.0,-1.0,-1.0,,-1
11,2005.0,8.0,29.0,0.68,0.38,0.0,0.05,1.11,94.0,70.0,9.0,160.0,28.0,2
20,1991.0,6.0,15.0,0.0,0.0,0.73,0.0,0.73,-1.0,-1.0,-1.0,-1.0,,-1
1,2009.0,8.0,83.0,0.05,0.04,0.0,0.01,0.1,-1.0,-1.0,-1.0,-1.0,157.0,0
10,2000.0,5.0,26.0,0.0,0.0,0.06,0.0,0.06,-1.0,-1.0,-1.0,-1.0,,-1
15,2014.0,5.0,78.0,0.03,0.05,0.0,0.01,0.08,47.0,4.0,4.9,7.0,159.0,3
12,2011.0,6.0,14.0,0.01,0.0,0.0,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
21,1981.0,8.0,90.0,0.74,0.04,0.0,0.01,0.79,-1.0,-1.0,-1.0,-1.0,,-1
10,2004.0,7.0,91.0,0.09,0.07,0.0,0.02,0.19,-1.0,-1.0,-1.0,-1.0,160.0,0
5,2010.0,10.0,92.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
2,2015.0,8.0,15.0,0.0,0.01,0.08,0.0,0.09,58.0,16.0,6.4,69.0,161.0,3
13,2016.0,9.0,26.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
10,2002.0,7.0,45.0,0.76,0.59,0.0,0.2,1.55,71.0,37.0,5.7,36.0,162.0,1
5,2009.0,2.0,48.0,0.14,0.0,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,55.0,1
16,2005.0,11.0,29.0,0.19,0.05,0.0,0.01,0.24,83.0,14.0,8.9,44.0,163.0,0
16,2001.0,4.0,15.0,4.41,1.04,1.39,0.22,7.07,92.0,38.0,9.1,568.0,164.0,1
8,2008.0,9.0,93.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
3,2008.0,6.0,94.0,0.03,0.0,0.0,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
8,2007.0,4.0,1.0,0.45,0.47,0.0,0.28,1.19,68.0,11.0,7.8,15.0,165.0,1
4,2013.0,1.0,25.0,0.49,0.46,0.0,0.19,1.14,74.0,22.0,7.5,121.0,165.0,1
11,2004.0,4.0,26.0,0.3,0.1,0.08,0.02,0.5,83.0,64.0,8.7,25.0,166.0,2
8,2011.0,9.0,65.0,0.0,0.0,0.16,0.0,0.16,-1.0,-1.0,-1.0,-1.0,,-1
12,2015.0,10.0,29.0,0.13,0.08,0.0,0.02,0.23,79.0,37.0,6.9,734.0,28.0,2
11,2002.0,1.0,32.0,0.08,0.02,0.0,0.0,0.11,58.0,26.0,7.8,9.0,167.0,2
22,2015.0,8.0,78.0,0.03,0.05,0.0,0.02,0.09,-1.0,-1.0,-1.0,-1.0,,-1
15,2013.0,8.0,15.0,0.92,0.6,0.14,0.14,1.79,-1.0,-1.0,-1.0,-1.0,,-1
16,2002.0,10.0,67.0,0.09,0.02,0.0,0.0,0.11,73.0,17.0,8.5,4.0,168.0,2
18,1998.0,12.0,2.0,0.06,0.02,0.13,0.1,0.31,-1.0,-1.0,-1.0,-1.0,,-1
3,2006.0,9.0,3.0,0.0,0.0,0.23,0.0,0.23,-1.0,-1.0,-1.0,-1.0,,-1
14,1999.0,3.0,95.0,0.01,0.0,0.0,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
23,1996.0,5.0,19.0,0.0,0.0,0.55,0.0,0.55,-1.0,-1.0,-1.0,-1.0,,-1
6,1996.0,3.0,15.0,0.0,0.0,0.58,0.0,0.58,-1.0,-1.0,-1.0,-1.0,,-1
5,2011.0,8.0,1.0,0.2,0.02,0.0,0.02,0.23,-1.0,-1.0,-1.0,-1.0,,-1
5,2016.0,12.0,8.0,0.04,0.05,0.0,0.01,0.09,-1.0,-1.0,-1.0,-1.0,5.0,3
10,2007.0,1.0,5.0,0.02,0.01,0.0,0.0,0.04,74.0,21.0,7.4,25.0,64.0,0
3,2007.0,4.0,7.0,0.07,0.01,0.0,0.01,0.09,73.0,26.0,8.6,22.0,169.0,2
2,2014.0,9.0,96.0,0.0,0.0,0.07,0.0,0.07,-1.0,-1.0,-1.0,-1.0,,-1
22,2015.0,8.0,26.0,0.03,0.02,0.0,0.01,0.06,67.0,40.0,7.6,71.0,170.0,1
4,2007.0,8.0,5.0,0.16,0.06,0.0,0.03,0.25,86.0,23.0,6.9,23.0,64.0,3
2,2011.0,2.0,1.0,0.13,0.05,0.0,0.02,0.19,64.0,8.0,6.0,8.0,2.0,0
16,2002.0,12.0,1.0,0.03,0.01,0.0,0.0,0.04,-1.0,-1.0,-1.0,-1.0,,-1
14,1997.0,1.0,97.0,0.07,0.05,0.0,0.01,0.13,-1.0,-1.0,-1.0,-1.0,,-1
14,1997.0,8.0,21.0,0.0,0.0,0.16,0.01,0.17,-1.0,-1.0,-1.0,-1.0,,-1
11,2003.0,2.0,11.0,0.07,0.02,0.0,0.0,0.1,-1.0,-1.0,-1.0,-1.0,,-1
10,2008.0,8.0,38.0,0.6,0.01,0.0,0.76,1.37,77.0,12.0,8.4,16.0,119.0,3
8,2009.0,9.0,26.0,0.0,0.0,0.04,0.0,0.04,-1.0,-1.0,-1.0,-1.0,,-1
2,2014.0,3.0,8.0,0.02,0.0,0.0,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
3,2009.0,11.0,98.0,0.1,0.0,0.0,0.01,0.1,-1.0,-1.0,-1.0,-1.0,,-1
3,2020.0,11.0,29.0,0.27,0.0,0.0,0.02,0.29,-1.0,-1.0,-1.0,-1.0,79.0,0
7,2016.0,8.0,99.0,0.03,0.02,0.0,0.0,0.05,35.0,17.0,5.2,74.0,171.0,2
12,2004.0,3.0,5.0,0.01,0.06,0.0,0.01,0.07,82.0,42.0,8.6,199.0,172.0,1
2,2014.0,2.0,3.0,0.0,0.0,0.12,0.0,0.12,-1.0,-1.0,-1.0,-1.0,,-1
1,2007.0,2.0,3.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
14,2001.0,2.0,9.0,0.33,0.22,0.0,0.04,0.59,-1.0,-1.0,-1.0,-1.0,,-1
1,2008.0,1.0,29.0,0.0,0.66,0.0,0.01,0.67,-1.0,-1.0,-1.0,-1.0,,-1
10,2008.0,2.0,1.0,0.08,0.06,0.0,0.02,0.17,-1.0,-1.0,-1.0,-1.0,,-1
1,2008.0,1.0,2.0,0.0,0.0,0.08,0.0,0.08,-1.0,-1.0,-1.0,-1.0,,-1
11,2004.0,6.0,20.0,0.04,0.01,0.0,0.0,0.05,74.0,12.0,-1.0,-1.0,173.0,0
7,2013.0,1.0,5.0,0.67,0.05,0.0,0.08,0.81,73.0,18.0,5.9,111.0,41.0,0
1,2011.0,5.0,29.0,0.08,0.04,0.0,0.01,0.13,-1.0,-1.0,-1.0,-1.0,79.0,1
5,2014.0,9.0,73.0,0.03,0.02,0.0,0.0,0.05,51.0,11.0,4.1,42.0,174.0,2
14,1998.0,10.0,43.0,0.0,0.0,0.07,0.01,0.08,-1.0,-1.0,-1.0,-1.0,,-1
12,2011.0,1.0,25.0,0.06,0.01,0.0,0.01,0.08,74.0,5.0,5.9,16.0,17.0,0
13,2012.0,8.0,2.0,0.0,0.0,0.09,0.0,0.09,-1.0,-1.0,-1.0,-1.0,,-1
10,2006.0,2.0,2.0,0.03,0.02,0.0,0.01,0.06,71.0,24.0,-1.0,-1.0,55.0,3
5,2007.0,8.0,26.0,0.15,0.06,0.06,0.02,0.3,60.0,42.0,7.4,22.0,94.0,1
12,2012.0,8.0,56.0,0.07,0.13,0.0,0.03,0.22,80.0,6.0,8.2,127.0,175.0,3
10,2001.0,12.0,2.0,0.6,0.47,0.0,0.16,1.23,32.0,6.0,4.6,29.0,29.0,0
9,2003.0,12.0,5.0,0.13,0.05,0.0,0.0,0.18,47.0,7.0,-1.0,-1.0,176.0,0
16,2003.0,4.0,1.0,0.26,0.07,0.0,0.01,0.33,76.0,26.0,8.7,47.0,165.0,1
8,2009.0,2.0,40.0,0.13,0.01,0.0,0.02,0.16,-1.0,-1.0,-1.0,-1.0,,-1
3,2008.0,5.0,40.0,0.35,0.21,0.0,0.06,0.62,-1.0,-1.0,-1.0,-1.0,,-1
22,2015.0,8.0,29.0,0.81,1.99,0.07,0.52,3.39,76.0,86.0,6.8,1319.0,31.0,2
8,2011.0,5.0,66.0,0.0,0.0,0.19,0.0,0.19,-1.0,-1.0,-1.0,-1.0,,-1
1,2009.0,11.0,1.0,0.1,0.0,0.0,0.01,0.11,-1.0,-1.0,-1.0,-1.0,,-1
8,2012.0,9.0,3.0,0.0,0.0,0.07,0.0,0.07,-1.0,-1.0,-1.0,-1.0,,-1
8,2004.0,9.0,3.0,0.03,0.0,0.11,0.0,0.14,63.0,25.0,6.9,11.0,177.0,3
14,1997.0,8.0,9.0,0.05,0.04,0.0,0.01,0.09,-1.0,-1.0,-1.0,-1.0,,-1
9,2005.0,1.0,45.0,0.02,0.01,0.0,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
1,2006.0,7.0,29.0,0.8,0.0,0.01,0.07,0.88,51.0,11.0,7.8,17.0,79.0,0
3,2008.0,11.0,1.0,0.22,0.0,0.0,0.02,0.24,-1.0,-1.0,-1.0,-1.0,,-1
5,2011.0,2.0,19.0,0.16,0.06,0.0,0.02,0.24,53.0,31.0,5.2,10.0,178.0,1
10,2000.0,6.0,9.0,0.14,0.11,0.19,0.04,0.47,72.0,18.0,6.3,9.0,139.0,0
3,2010.0,8.0,1.0,0.12,0.11,0.0,0.02,0.26,-1.0,-1.0,-1.0,-1.0,179.0,0
10,2002.0,1.0,9.0,0.11,0.09,0.0,0.03,0.23,62.0,22.0,5.9,8.0,180.0,0
10,2003.0,8.0,22.0,0.61,0.48,0.0,0.16,1.25,52.0,37.0,6.2,106.0,181.0,1
16,2003.0,7.0,57.0,0.06,0.02,0.0,0.0,0.08,63.0,5.0,8.2,6.0,182.0,1
12,2008.0,3.0,19.0,0.0,0.34,0.0,0.03,0.37,-1.0,-1.0,8.0,9.0,178.0,1
22,2016.0,5.0,29.0,0.01,0.05,0.0,0.01,0.07,72.0,31.0,7.8,22.0,183.0,3
23,1998.0,5.0,19.0,0.0,0.0,0.08,0.0,0.08,-1.0,-1.0,-1.0,-1.0,,-1
8,2010.0,8.0,2.0,0.46,0.41,0.96,0.24,2.06,89.0,66.0,8.9,443.0,184.0,1
4,2013.0,12.0,100.0,0.35,0.12,0.0,0.08,0.54,75.0,69.0,8.3,343.0,185.0,3
9,2004.0,2.0,,0.38,0.14,0.0,0.01,0.53,-1.0,-1.0,-1.0,-1.0,,-1
3,2011.0,5.0,14.0,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,186.0,3
5,2013.0,1.0,25.0,0.44,0.0,0.0,0.04,0.48,-1.0,-1.0,-1.0,-1.0,,-1
3,2007.0,8.0,1.0,0.31,0.0,0.0,0.03,0.34,-1.0,-1.0,-1.0,-1.0,,-1
10,2002.0,8.0,8.0,0.2,0.15,0.0,0.05,0.41,50.0,26.0,5.0,14.0,127.0,1
3,2006.0,9.0,3.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
10,2008.0,2.0,101.0,0.0,0.0,0.03,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
5,2008.0,1.0,8.0,0.12,0.0,0.0,0.01,0.13,42.0,4.0,-1.0,-1.0,124.0,1
5,2009.0,5.0,102.0,0.0,0.0,0.01,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
15,2014.0,4.0,15.0,2.6,1.08,0.81,0.38,4.87,-1.0,-1.0,-1.0,-1.0,,-1
3,2011.0,6.0,103.0,0.03,0.02,0.0,0.01,0.06,-1.0,-1.0,-1.0,-1.0,187.0,0
10,2009.0,8.0,8.0,0.08,0.07,0.0,0.02,0.17,-1.0,-1.0,-1.0,-1.0,157.0,3
3,2008.0,9.0,19.0,0.1,0.02,0.07,0.01,0.2,59.0,28.0,8.0,10.0,188.0,1
9,2003.0,10.0,25.0,0.02,0.01,0.0,0.0,0.03,78.0,33.0,7.8,13.0,189.0,2
10,2001.0,8.0,9.0,0.23,0.18,0.0,0.06,0.47,90.0,59.0,8.8,328.0,190.0,1
4,2007.0,7.0,1.0,0.37,0.01,0.0,0.03,0.41,63.0,8.0,4.8,4.0,37.0,0
14,1997.0,4.0,77.0,0.19,0.13,0.0,0.02,0.34,-1.0,-1.0,-1.0,-1.0,,-1
1,2010.0,4.0,19.0,0.04,0.02,0.0,0.01,0.06,45.0,38.0,6.9,11.0,191.0,1
4,2011.0,10.0,1.0,0.32,0.39,0.04,0.15,0.9,70.0,60.0,5.7,174.0,192.0,2
3,2010.0,2.0,15.0,0.26,1.65,0.33,0.28,2.52,75.0,15.0,8.0,5.0,65.0,0
18,1996.0,2.0,2.0,0.0,0.0,0.09,0.0,0.09,-1.0,-1.0,-1.0,-1.0,,-1
6,1995.0,9.0,88.0,0.0,0.0,1.29,0.01,1.3,-1.0,-1.0,-1.0,-1.0,,-1
23,1998.0,3.0,104.0,0.0,0.0,0.08,0.0,0.08,-1.0,-1.0,-1.0,-1.0,,-1
